Phrase_a_traduire,Phrase_traduite,Sortie_modele
i haven't seen him for a long time,je ne l'ai pas vu depuis longtemps,je ne l'ai pas vu depuis longtemps
my husband is away for the weekend,mon mari est en vadrouille pour le week end,mon mari est à la semaine
i retired in 2013,j'ai pris ma retraite en 2013,je suis à la retraite en 2013
what a beautiful garden,quel beau jardin,quel beau jardin
we can't tell anyone about this,nous ne pouvons en parler à quiconque,nous ne pouvons en dire à quiconque
let tom stay home,laissez tom rester à la maison,laissez tom rester chez moi
sorry i've got my hands full now,désolée j'ai les mains pleines à l'instant,désolé je me suis tombé sur ma tête
we will take part in the marathon,nous participerons au marathon,nous nous prenons le départ du spectacle
i hear you were grounded,j'ai entendu dire que vous étiez échoué,j'entends que vous étiez en terre
he is sick,il est malade,il est malade
may i be honest,puis je être honnête,puis je être honnête
do you enjoy studying,aimez vous étudier ,aimez vous étudier
i made a promise,j'ai fait une promesse,j'ai fait une promesse
how is the investigation's going,comment se déroule l'enquête,comment se passe t il
i never wanted that,je n'ai jamais voulu ça,je n'ai jamais voulu cela
it's really cool here,c'est vraiment frais ici,c'est vraiment sympa ici
you're very good,vous êtes fort bonne,vous êtes très bon
tom waited a while,tom attendit un moment,tom a attendu un moment
can i help you,puis je t'aider,puis je t'aider
i'd been on my own all week and was starving for conversation,j'avais été seul toute la semaine et je languissais d'une conversation,je me serais sur la même semaine et mourir de la conversation
where can i wash my hands,où puis je me laver les mains,où puis je me laver les mains
this tastes a lot better than what i usually eat,ça a bien meilleur goût que ce que je bouffe d'habitude,ça a beaucoup meilleur que ce que je mange habituellement
go away,va t'en,allez vous
i ate your piece of cake,j'ai mangé votre part de gâteau,j'ai mangé votre part de gâteau
i remember seeing you somewhere,je me souviens vous avoir vu quelque part,je me souviens de vous voir quelque part
i'm afraid i don't agree with you,je crains de ne pas être d'accord avec vous,je crains de ne pas être d'accord avec toi
how long are you going to keep giving me the silent treatment,durant combien de temps allez vous garder le silence à mon égard,combien de temps allez vous me garder le silence
she has nothing in common with him,elle n'a rien de commun avec lui,elle n'a rien de commun avec lui
tom says he didn't do it,tom dit qu'il ne l'a pas fait,tom dit qu'il ne l'a pas fait
i spoke to my uncle on the telephone,j'ai parlé à mon oncle au téléphone,j'ai parlé à mon oncle au téléphone
i told you to stay away from my daughter,je t'ai dit de te tenir à l'écart de ma fille,je t'ai dit de rester à l'écart de ma fille
i opened a bottle of red wine,j'ai ouvert une bouteille de vin rouge,j'ai ouvert une bouteille de vin rouge
please wait outside the house,veuillez attendre à l'extérieur de la maison je vous prie,attendez dehors s'il vous plaît
i'm not supposed to tell anyone about it,je ne suis pas censé en informer qui que ce soit,je ne suis pas censé le dire à qui que ce soit
i had my ears checked,j'ai fait contrôler mon audition,j'ai eu la lampe aux dents
do your homework by yourself,effectue tes devoirs par toi même,vos devoirs par vous mêmes
you don't want to be late for practice,vous ne voulez pas être en retard à l'entraînement,vous ne voulez pas être en retard à la hauteur
i was thinking of getting one,j'étais en train de songer à m'en procurer une,je pensais m'en faire un
i'm tired of watching tv,je suis fatigué de regarder la télé,je suis fatigué de regarder la télévision
you are too young to travel alone,vous êtes trop jeunes pour voyager seules,tu es trop jeune pour voyager seul
there's a restaurant pretty close to here but it's not very good,il y a un restaurant assez près d'ici mais il n'est pas très bon,il y a un restaurant assez près de là mais ce n'est pas très bon
he made a mistake on purpose,il a fait exprès de se tromper,il a fait une erreur sur mars
tom doesn't owe anybody anything,tom ne doit rien à personne,tom ne doit personne
your sons are quite handsome,vos fils sont très beaux,vos fils sont très beau
he's already a man,c'est déjà un homme,c'est un homme
you can go to the station by bus,vous pouvez aller à la gare en bus,vous pouvez aller à la gare en bus
can you tell me about it,peux tu m'en faire part,peux tu me le dire
they blocked it,ils l'ont bloquée,ils l'ont engagé
i never want to talk to you again,je ne veux plus jamais te parler,je ne veux jamais vous parler à nouveau
is it an action movie,s'agit il d'un film d'action,est ce un film chargé
we spoke briefly,nous avons parlé brièvement,nous avons parlé
you must avoid making those kinds of mistakes,il faut que tu évites de faire ce genre d'erreurs,vous devez éviter ces erreurs
i've been to almost every state,j'ai été dans presque tous les états,je suis allé presque tous les clients
the train is early,le train est en avance,le train est en avance
i don't want your gold,je ne veux pas de ton or,je ne veux pas ta or
they're too dangerous,ils sont trop dangereux,ils sont trop dangereux
where is the greek embassy,où se trouve l'ambassade grèque,où se trouve l'ambassade de vacances
the matter is really pressing,la question est vraiment pressante,l'affaire est vraiment mince
the war had united the american people,la guerre a unifié le peuple américain,la guerre a eu des gens américaine
i don't want to be tied to one company,je ne veux pas être lié à une seule société,je ne veux pas être en colère là
we should do better,nous devrions faire mieux,nous devrions faire mieux
how do you know they're looking for us,comment sais tu que c'est nous qu'ils recherchent,comment sais tu qu'ils nous regardent
when was the last time you spoke with tom,à quand remonte la dernière fois que vous avez parlé avec tom,quand est ce que tu as parlé avec tom
i don't have time to deal with this letter could you deal with it,je n'ai pas le temps de m'occuper de cette lettre pourrais tu t'en occuper,je n'ai pas le temps de traiter cette lettre pourriez vous m'en occuper
i told you i have a girlfriend,je t'ai dit que j'ai une nana,je t'ai dit que j'ai une petite amie
he keeps this gun loaded,il garde ce pistolet chargé,il tient ce arme à danser
she's not the lying type,elle n'est pas du genre à mentir,elle n'est pas le genre de type
is she making a doll,confectionne t elle une poupée,est elle en train de faire une poupée
no doubt she will come soon,il ne fait aucun doute qu'elle viendra bientôt,il ne va bientôt venir
how could you say that,comment pourrais tu dire cela,comment as tu pu dire cela
i want to help you get out of this mess,je veux vous aider à vous extirper de ce pétrin,je veux t'aider à sortir de ce jeu
if it rains the game will be canceled,s'il pleut la partie sera annulée,s'il pleut la partie sera annulée
i didn't actually think you'd agree,je ne pensais vraiment pas que tu serais d'accord,je ne pensais pas que vous seriez d'accord
that house belongs to me,cette maison est à moi,cette maison appartient
i always carry a bottle of mineral water with me,j'ai tout le temps une bouteille d'eau minérale sur moi,je porte toujours une bouteille d'eau
i thought you were trying to be funny,j'ai pensé que tu essayais d'être drôle,je pensais que vous étiez drôle
choose any dress you like,choisis la robe que tu veux,choisissez n'importe quelle robe que tu aimes
i really wish you hadn't seen that,j'aimerais vraiment que vous n'ayez pas vu cela,j'aimerais vraiment que vous ne ayez pas vu cela
you decide,vous décidez,vous vous en décider
i wonder if tom is still eating lunch,je me demande si tom déjeune encore,je me demande si tom est encore en train de déjeuner
it's one of the basic human instincts,c'est l'un des instincts humains de base,c'est l'un des armes de base
there is an urgent need for qualified teachers,il y a un besoin urgent d'enseignants qualifiés,il y a un besoin urgent de enseignants
no one understood,personne ne comprit,personne n'a compris
i'm glad he liked it,je suis heureuse qu'il l'ait apprécié,je suis content de la erreur
i had to make a decision,il me fallut prendre une décision,il me fallait faire une décision
don't be fooled by her appearance,ne vous laissez pas tromper par son apparence,ne te fais pas attention à son visage
she seems rich,elle semble riche,elle semble riche
where's your book on the table,« où se trouve votre livre » « sur la table »,où est ton livre sur la table
there's nothing that can stop us now,rien désormais ne peut nous arrêter,il n'y a rien de vouloir arrêter maintenant
he said better times were ahead for the country,il a dit que la situation allait s'améliorer pour le pays,il a dit que les fois soit à la campagne
nothing makes tom happy,rien ne rend tom heureux,rien ne fait tom se rend heureux
i decided not to do it,j'ai décidé de ne pas le faire,j'ai décidé de ne pas le faire
tom has a lot of responsibilities,tom a beaucoup de responsabilités,tom a beaucoup de responsabilités
we are late,nous sommes en retard,nous sommes en retard
why did you decide to buy this house,pourquoi as tu décidé d'acheter cette maison ,pourquoi as tu décidé d'acheter cette maison
