Phrase_a_traduire,Phrase_traduite,Sortie_modele
 <start> it seems like the cat caught the scent of a mouse . <end>, <start> on dirait que le chat a detecte l odeur d une souris . <end>,il semble que le chat ait attrape le volume d une souris . 
 <start> a cookie is under the table . <end>, <start> un biscuit se trouve sous la table . <end>,un cookie est sous la table . 
 <start> i don t know what the consequences will be . <end>, <start> je ne sais pas quelles seront les consequences . <end>,je ne sais pas quel est les consequences seront . 
 <start> they made sure nobody could see them . <end>, <start> ils se sont assures que personne ne pouvait les voir . <end>,ils s assurerent que personne ne pouvait les voir . 
 <start> snails move slowly . <end>, <start> les escargots se meuvent lentement . <end>,les escargots se deplacent lentement . 
 <start> tom gave me this apple . <end>, <start> tom me donna cette pomme . <end>,tom m a donne cette pomme . 
 <start> take that back . <end>, <start> retirez ca ! <end>,retirez ca ! 
 <start> i think what you want is over here . <end>, <start> je pense que ce que vous voulez se trouve ici . <end>,je pense que ce que tu veux etre termine ici . 
" <start> tom asked mary some questions , but she refused to answer them . <end>"," <start> tom posa plusieurs questions a marie , mais elle refusa d y repondre . <end>","tom a pose plusieurs questions a marie , mais elle a refuse de la rencontrer . "
 <start> stop talking about tom . <end>, <start> arretez de parler de tom . <end>,arrete de parler de tom . 
 <start> were you unhappy ? <end>, <start> etais tu malheureux ? <end>,etiez vous malheureux ? 
 <start> these two are very different from each other . <end>, <start> ces deux ci sont tres differents l un de l autre . <end>,ces deux ci sont tres differents l un de l autre . 
 <start> i can t eat all this . <end>, <start> je ne peux pas manger tout ca . <end>,je ne peux pas manger tout ca . 
 <start> i think that he s a good teacher . <end>, <start> je pense que c est un bon enseignant . <end>,je pense qu il est un bon enseignant . 
 <start> i already took care of it . <end>, <start> je m en suis deja occupe . <end>,je m en suis deja occupe . 
 <start> we all want you back . <end>, <start> nous voulons toutes ton retour . <end>,nous voulons tous de retour . 
 <start> how do you happen to know tom ? <end>, <start> comment se fait il que vous connaissiez tom ? <end>,comment se fait il que tu connaisses tom ? 
 <start> the pond is meters in diameter . <end>, <start> l etang fait metres de diametre . <end>,l etang fait metres de diametre . 
 <start> wait here till i come back . <end>, <start> attendez ici jusqu a ce que je revienne . <end>,attends ici jusqu a ce que je revienne ! 
 <start> you re a very attractive woman . <end>, <start> vous etes une femme tres seduisante . <end>,tu es une femme tres attirante . 
 <start> she isn t old enough to get a driver s license . <end>, <start> elle n est pas assez grande pour obtenir son permis de conduire . <end>,elle n est pas assez vieux pour obtenir un permis de conduire . 
 <start> i was convinced that he was guilty . <end>, <start> j etais convaincue qu il etait coupable . <end>,j etais convaincu qu il etait coupable . 
 <start> what s it look like ? <end>, <start> de quoi ca a l air ? <end>,qu est ce que ca a l air ? 
 <start> let me check your ticket . <end>, <start> laissez moi verifier votre ticket . <end>,laissez moi verifier votre ticket . 
 <start> nothing happened after all . <end>," <start> rien ne s est produit , apres tout . <end>","rien ne s est produit , apres tout . "
 <start> we have a cat . we all love cats . <end>, <start> nous avons un chat . nous aimons tous les chats . <end>,nous avons un chat . nous aimons tous les chats . 
 <start> i know what tom and mary are capable of . <end>, <start> je sais ce dont tom et mary sont capables . <end>,je sais ce que traversent tom et mary . 
 <start> when did you get married ? <end>, <start> quand t es tu marie ? <end>,quand vous etes vous marie ? 
 <start> thanks for the info . <end>, <start> merci pour l information . <end>,merci pour l information . 
 <start> i don t talk to them anymore . <end>, <start> je ne leur parle plus . <end>,je ne les parle plus . 
 <start> is this your dog ? <end>, <start> est ce votre chien ? <end>,est ce ton chien ? 
 <start> we haven t even started . <end>, <start> nous n avons meme pas commence . <end>,nous n avons pas commence l escalier . 
 <start> it s on my desk . <end>, <start> elle est sur mon bureau . <end>,c est sur mon bureau . 
 <start> he was punished for his crimes . <end>, <start> il fut puni pour ses crimes . <end>,il a ete puni pour ses crimes . 
 <start> tom is joking . <end>, <start> tom plaisante . <end>,tom plaisante . 
 <start> you never cease to surprise me . <end>, <start> tu ne cesses jamais de me surprendre . <end>,tu ne cesses jamais de me surprendre . 
 <start> let me read the paper when you have finished with it . <end>, <start> laisse moi lire le journal quand tu auras fini avec . <end>,laisse moi lire le journal quand tu auras fini avec ca . 
 <start> they arrested him . <end>, <start> ils l ont arrete . <end>,ils l ont arrete . 
 <start> the article was written in russian . <end>, <start> l article a ete ecrit en russe . <end>,l article etait ecrit en russe . 
 <start> he managed to escape through a window . <end>, <start> il s est arrange pour s echapper par la fenetre . <end>,il s est debrouille pour s echapper par la fenetre . 
 <start> he is afraid to swim . <end>, <start> il a peur de nager . <end>,il a peur de nager . 
 <start> we have an unusual relationship . <end>, <start> nous avons une relation inhabituelle . <end>,nous avons une relation inhabituelle . 
 <start> i expect to sing better next time . <end>, <start> j espere chanter mieux la prochaine fois . <end>,j espere chanter mieux la prochaine fois . 
 <start> prices have dropped recently . <end>, <start> les prix ont baisse recemment . <end>,les prix ont baisse recemment . 
 <start> i went to the wrong address . <end>, <start> je me suis trompe d adresse . <end>,je suis alle au mauvais adresse . 
 <start> please sit still . <end>," <start> s il vous plait , tenez vous tranquilles . <end>","asseyez vous , s il vous plait . "
 <start> we should call the doctor . <end>, <start> nous devrions appeler le docteur . <end>,nous devrions appeler le docteur . 
 <start> tom was clean shaven . <end>, <start> tom etait bien rase . <end>,tom etait rase . 
 <start> will it take long to recover ? <end>, <start> cela prendra t il du temps a recuperer ? <end>,cela prendra t il de temps a se remettre ? 
 <start> i need to be left alone . <end>, <start> il faut qu on me laisse seule . <end>,il me faut passer seul . 
 <start> tom never kissed mary . <end>, <start> tom n a jamais embrasse mary . <end>,tom n a jamais embrasse mary . 
 <start> i want to eat something . <end>, <start> je veux manger quelque chose . <end>,je veux manger quelque chose . 
 <start> the tv is broken . <end>, <start> la tele est cassee . <end>,la tele est cassee . 
 <start> they reached their goal . <end>, <start> ils ont atteint leur but . <end>,ils ont atteint leur but . 
 <start> nothing is more valuable than health . <end>, <start> rien n est plus precieux que la sante . <end>,rien n est plus precieux que la sante . 
" <start> if you don t want to go , you don t have to . <end>"," <start> si vous ne voulez pas y aller , vous n y etes pas oblige . <end>","si tu ne veux pas y aller , tu n y es pas oblige . "
 <start> this is my favorite place in this city . <end>, <start> c est mon endroit prefere en ville . <end>,c est mon endroit prefere dans cette ville . 
 <start> i ve brought it back . <end>, <start> je l ai ramene . <end>,je l ai ramene . 
 <start> the music carried me back to my childhood . <end>, <start> la musique m a ramene a mon enfance . <end>,la musique m a ramenee a mon enfance . 
 <start> i m your friend . <end>, <start> je suis votre amie . <end>,je suis votre amie . 
 <start> this is something i must face alone . <end>, <start> c est quelque chose auquel je dois faire face seule . <end>,c est quelque chose auquel je dois faire face seul . 
 <start> i like that shirt . <end>, <start> j aime cette chemise . <end>,j aime cette chemise . 
 <start> i can assure you that you are wrong . <end>, <start> je peux t assurer que tu as tort . <end>,je peux vous assurer que vous avez tort . 
 <start> keep your room as neat as you can . <end>, <start> garde ta chambre aussi propre que tu peux . <end>,maintiens ta chambre aussi propre que tu peux . 
 <start> i no longer have the energy to talk . <end>, <start> je n ai plus la force de discuter . <end>,je n ai plus l energie de parler . 
 <start> show me your tattoo . <end>, <start> montre moi ton tatouage . <end>,montre moi ton tatouage . 
 <start> she wants to live in the city . <end>, <start> elle veut vivre en ville . <end>,elle veut vivre en ville . 
 <start> you need another ten dollars to buy that camera . <end>, <start> tu as encore besoin de dix dollars pour acheter cet appareil photo . <end>,il vous faut encore une autre dix dollars pour acquerir cette camera . 
 <start> you have good reason to be angry . <end>, <start> vous avez une bonne raison d etre en colere . <end>,vous avez de bonnes raisons d etre en colere . 
 <start> i want something to read . <end>, <start> je veux quelque chose a lire . <end>,je veux quelque chose a lire . 
 <start> it s too thin . <end>, <start> c est trop tenu . <end>,c est trop tenu . 
 <start> the number of employees doubled in ten years . <end>, <start> le nombre d employes a double en dix ans . <end>,le nombre de sauterelles explosa dans dix ans . 
 <start> do you want to watch this movie again ? <end>, <start> veux tu regarder ce film a nouveau ? <end>,voulez vous regarder ce film a nouveau ? 
 <start> where do the airport buses leave from ? <end>, <start> d ou partent les bus de l aeroport ? <end>,ou part les cars de l ecole ? 
 <start> why did you try to run away ? <end>, <start> pourquoi avez vous essaye de vous enfuir ? <end>,pourquoi avez vous essaye de vous enfuir ? 
 <start> i went to the scene of the crime . <end>, <start> je me rendis sur le lieu des faits . <end>,je suis alle sur le lieu de crime . 
 <start> i don t believe anything those people say . <end>, <start> je ne crois rien de ce que ces gens disent . <end>,je ne crois pas que tout ce que ces gens disent . 
 <start> nobody showed up today . <end>, <start> personne n a montre son nez aujourd hui . <end>,personne n est venu aujourd hui . 
 <start> i enjoy music . <end>, <start> j apprecie la musique . <end>,j apprecie la musique . 
" <start> okay , i m ready . <end>"," <start> bon , je suis pret . <end>","bon , je suis prete . "
 <start> the nation mourned the death of the king . <end>, <start> la nation pleura la mort du roi . <end>,la nation pleura la mort du roi . 
 <start> my house is near the school . <end>, <start> ma maison se trouve a proximite de l ecole . <end>,ma maison est pres de l ecole . 
