Phrase_a_traduire,Phrase_traduite,Sortie_modele
 <start> the engineer climbed the telephone pole . <end>, <start> l ingenieur grimpa le long du poteau telephonique . <end>,l ingenieur grimpa le long du poteau telephonique . 
 <start> take me to your place . <end>, <start> emmene moi chez toi ! <end>,emmene moi chez toi ! 
 <start> i didn t know that . <end>, <start> je ne savais pas . <end>,je ne savais pas cela . 
 <start> police arrested one man . <end>, <start> la police arreta un homme . <end>,la police a arrete un homme . 
 <start> i don t believe in group therapy . <end>, <start> je ne crois pas a la therapie de groupe . <end>,je ne crois pas au groupe de groupe . 
 <start> tom came into the room without knocking on the door . <end>, <start> tom est entre dans la piece sans frapper . <end>,tom est entre dans la piece sans frapper dans la porte . 
 <start> can you recommend a good restaurant for dinner ? <end>, <start> pouvez vous recommander un bon restaurant pour diner ? <end>,peux tu me conseiller un restaurant chic pour diner ? 
 <start> mary s husband must miss her . <end>, <start> mary doit manquer a son mari . <end>,mary doit manquer a elle . 
 <start> i think i m in love . <end>, <start> je pense que je suis amoureuse . <end>,je pense que je suis amoureuse . 
 <start> i ve decided to try doing that by myself . <end>, <start> j ai decide d essayer de le faire moi meme . <end>,j ai decide d essayer de faire ca tout seul . 
 <start> i often have the same dream . <end>, <start> je fais souvent le meme reve . <end>,j ai souvent le meme reve . 
 <start> i have two sisters and one brother . <end>, <start> j ai deux s urs et un frere . <end>,j ai deux s urs et un frere . 
" <start> if i had had enough money , i would have bought that computer . <end>"," <start> si j avais eu assez d argent , j aurais achete cet ordinateur . <end>","si j avais eu assez d argent , j aurais achete cet ordinateur . "
 <start> tom wanted mary to stay with him forever . <end>, <start> tom voulait que mary reste avec lui pour toujours . <end>,tom voulait que marie garde avec lui pour toujours . 
 <start> he was in critical condition . <end>, <start> il etait dans un etat critique . <end>,il etait dans un etat critique . 
 <start> why do you always seem to want to argue ? <end>, <start> pourquoi sembles tu toujours vouloir te disputer ? <end>,pourquoi sembles tu toujours vouloir discuter ? 
 <start> that doesn t mean you shouldn t be careful . <end>, <start> ca ne signifie pas que vous ne devriez pas etre prudente . <end>,cela ne signifie pas que tu ne devrais pas etre prudente . 
 <start> don t spoil your appetite . <end>, <start> ne te coupe pas l appetit . <end>,ne votre pas votre appetit . 
 <start> he who lives by the sword will die by the sword . <end>," <start> celui qui vit par l epee , perira par l epee . <end>","qui vit par par l epee , perira par par l epee . "
 <start> you re not easy to find . <end>, <start> tu n es pas facile a trouver . <end>,vous n etes pas facile de trouver . 
" <start> just looking at her , you can tell that she likes you . <end>"," <start> juste en la regardant , on peut voir qu elle t aime . <end>","juste en la regardant , tu peux voir qu elle t aime . "
 <start> i feel very sick . i want to throw up . <end>, <start> je me sens tres malade . j ai envie de vomir . <end>,je me sens tres malade . je veux vomir . 
 <start> i can t see in because the curtains are closed . <end>, <start> je ne peux pas voir a l interieur parce que les rideaux sont fermes . <end>,je ne peux pas voir en parce que les rideaux sont fermes . 
 <start> don t let the cat escape . close the door ! <end>, <start> ne laissez pas le chat s echapper ! fermez la porte ! <end>,ne laissez pas le chat s echapper ! fermez la porte ! 
 <start> i don t want you to be upset . <end>, <start> je ne veux pas que vous soyez contrarie . <end>,je ne veux pas que tu sois contrarie . 
 <start> cars took the place of bicycles . <end>, <start> les voitures ont pris la place des velos . <end>,les voitures ont pris la place de voiture . 
 <start> he looked surprised . <end>, <start> il eut l air surpris . <end>,il a eu l air surpris . 
 <start> i hope you re well rested . <end>, <start> j espere que vous etes bien reposes . <end>,j espere que vous etes bien repose . 
 <start> catch tom . <end>, <start> attrapez tom . <end>,attrape tom . 
 <start> tell tom what mary told you . <end>, <start> dites a tom ce que mary vous a dit . <end>,dis a tom ce qu elle t a dit . 
 <start> i don t want to offend you . <end>, <start> je ne veux pas vous offusquer . <end>,je ne veux pas t offusquer . 
 <start> i saw somebody . <end>, <start> je vis quelqu un . <end>,j ai vu quelqu un . 
 <start> i just can t help myself . <end>, <start> je ne peux simplement m en empecher . <end>,je ne peux simplement pas m en empecher . 
 <start> a bright idea occurred to me . <end>, <start> une idee brillante me vint a l esprit . <end>,une idee brillante me vint a l esprit . 
 <start> those kinds of methods are out of date . <end>, <start> ces genres de methodes sont depassees . <end>,ces genres de methodes sont depassees . 
 <start> he was a good friend . <end>, <start> il etait un bon ami . <end>,il etait un bon ami . 
 <start> they walked around . <end>, <start> ils marcherent aux alentours . <end>,ils marcherent aux escaliers . 
 <start> we were soldiers . <end>, <start> nous etions des soldats . <end>,nous etions des soldats . 
 <start> you re not very funny . <end>, <start> tu n es pas tres amusant . <end>,vous n etes pas tres amusantes . 
 <start> there are plenty of fish in this river . <end>, <start> il y a plein de poissons dans cette riviere . <end>,il y a plein de poissons dans cette riviere . 
 <start> you re embarrassing me . <end>, <start> vous me mettez mal a l aise . <end>,tu me genes . 
 <start> why were you there ? <end>, <start> pourquoi y etiez vous ? <end>,pourquoi y etiez vous ? 
 <start> how can you not know ? <end>, <start> comment peux tu l ignorer ? <end>,comment peux tu le faire ? 
 <start> it was worth it . <end>, <start> ca valait le coup . <end>,ca en valait la peine . 
 <start> he went by bicycle . <end>, <start> il y est alle en bicyclette . <end>,il est parti en velo . 
 <start> mix the flour with two eggs . <end>, <start> melangez de la farine avec deux ufs . <end>,melangez de la farine avec deux ufs ! 
 <start> the children go to school in the morning . <end>, <start> les enfants vont a l ecole le matin . <end>,les enfants vont a l ecole le matin . 
 <start> i don t watch that show . <end>, <start> je ne regarde pas ce spectacle . <end>,je ne regarde pas ce spectacle . 
 <start> the candle burned out . <end>, <start> la chandelle s est consumee . <end>,la bougie s est consumee . 
 <start> get to the point ! <end>, <start> viens en au fait ! <end>,allez au c ur ! 
 <start> there are fifty stars on the american flag . <end>, <start> il y a cinquante etoiles sur le drapeau americain . <end>,il y a cinquante etoiles sur le pavillon americain . 
 <start> we can t help tom . <end>, <start> nous ne pouvons pas aider tom . <end>,nous ne pouvons pas aider tom . 
 <start> tom is three years older than you . <end>, <start> tom est trois ans plus vieux que vous . <end>,tom est trois ans plus vieux que toi . 
 <start> you look satisfied . <end>, <start> vous avez l air satisfaite . <end>,tu as l air satisfait . 
 <start> tom put on some clothes . <end>, <start> tom s habilla . <end>,tom a mis des vetements . 
 <start> the north won the battle of shiloh . <end>, <start> c est le nord qui a vaincu lors de la bataille de shiloh . <end>,le nord a gagne la bataille de l arizona . 
 <start> just put yourself in my shoes . <end>, <start> mets toi a ma place pour voir . <end>,mettez vous dans mes chaussures . 
 <start> i don t gossip . <end>, <start> je ne commere pas . <end>,je ne ragote pas . 
 <start> the coal is burning . <end>, <start> le charbon se consume . <end>,le charbon brule . 
 <start> tom was brokenhearted . <end>, <start> tom avait le c ur brise . <end>,tom avait le c ur brise . 
 <start> my father owns a small business in fukuoka . <end>, <start> mon pere tient un petit magasin a fukuoka . <end>,mon pere tient un petit magasin a fukuoka . 
 <start> he has no chance of recovering . <end>, <start> il n a aucune chance de remission . <end>,il n a aucune chance de remission . 
" <start> you re not listening , are you ? <end>"," <start> vous n ecoutez pas , n est ce pas ? <end>","vous n ecoutez pas , si ? "
 <start> they say that he is the richest person in the world . <end>, <start> ils disent qu il est la personne la plus riche du monde . <end>,on dit qu il est la personne la plus riche au monde . 
 <start> tom made it clear that he didn t like mary very much . <end>, <start> tom a clairement fait comprendre qu il n aimait pas beaucoup mary . <end>,tom l a fait clair qu il n aimait pas couter marie . 
 <start> i dreamed i was in boston again . <end>, <start> j ai reve que j etais de nouveau a boston . <end>,j ai reve que j etais a nouveau de boston . 
 <start> they did not give up hope . <end>, <start> ils n ont pas perdu espoir . <end>,ils n ont pas perdu espoir . 
 <start> i don t think i ve ever eaten anything that you would consider disgusting . <end>, <start> je ne pense pas jamais avoir mange quoi que ce fut que tu considererais degoutant . <end>,je ne pense pas jamais avoir mange quoi que tu considererais degoutant . 
 <start> neither one is acceptable . <end>, <start> aucun n est acceptable . <end>,aucun n est acceptable . 
 <start> that s impressive . <end>, <start> c est impressionnant . <end>,c est impressionnant . 
 <start> are you ready for christmas ? <end>, <start> etes vous prete pour noel ? <end>,es tu prete pour noel ? 
 <start> my pencil fell off the edge of my desk . <end>, <start> mon crayon est tombe du coin de mon bureau . <end>,mon crayon est tombe du coin de mon bureau . 
 <start> that s when i went to the police . <end>, <start> c est alors que je suis alle a la police . <end>,c est alors que je suis alle a la police . 
 <start> do you speak chinese ? <end>, <start> parles tu chinois ? <end>,parles tu chinois ? 
 <start> the answer to both questions is no . <end>, <start> la reponse aux deux questions est non . <end>,la reponse des deux questions est non . 
 <start> it looks like it s working again . <end>, <start> ca semble fonctionner a nouveau . <end>,ca ressemble a nouveau . 
 <start> are we leaving ? <end>, <start> partons nous ? <end>,partons nous ? 
 <start> she managed to drive a car . <end>, <start> elle se debrouilla pour conduire une voiture . <end>,elle se menagea pour conduire une voiture . 
 <start> you look like somebody i went to high school with . <end>, <start> tu ressembles a quelqu un avec qui j ai ete au lycee . <end>,tu ressembles a quelqu un avec qui j ai ete au lycee . 
 <start> how many pencils do you have ? <end>, <start> combien as tu de crayons ? <end>,combien avez vous de crayons ? 
 <start> this one s still alive . <end>, <start> celle ci est toujours vivante . <end>,celle ci est toujours en vie . 
 <start> they glanced at each other . <end>, <start> ils se jeterent des coups d il . <end>,ils se sont jete a l autre . 
 <start> she used margarine instead of butter . <end>, <start> elle a utilise de la margarine a la place du beurre . <end>,elle a employe de la margarine a la place du beurre . 
